OU342972.1:6584468-6584847	OU342972.1:6584468-6584847
JAUPFO010000020.1:9201955-9202394	JAUPFN010000012.1:16715124-16715557
JAUPFO010000020.1:9201955-9202394	JAUPFN010000028.1:10408847-10409280
JAUPFO010000020.1:9201955-9202394	JAUPFO010000018.1:8775702-8776135
JAUPFO010000020.1:9201955-9202394	JAUPFN010000005.1:10379115-10379548
JAUPFO010000020.1:9201955-9202394	JAUPFN010000015.1:32826942-32827375
JAUPFO010000020.1:9201955-9202394	JAUPFN010000019.1:27296810-27297243
JAUPFO010000020.1:9201955-9202394	JAUPFO010000020.1:8244636-8245069
JAUPFO010000020.1:9201955-9202394	JAUPFN010000003.1:14471739-14472169
JAUPFO010000020.1:9201955-9202394	JAUPFN010000017.1:20418888-20419318
JAUPFO010000020.1:9201955-9202394	JAUPFO010000016.1:6023143-6023573
JAUPFO010000020.1:9201955-9202394	JAUPFN010000011.1:2821873-2822303
JAUPFO010000020.1:9201955-9202394	JAUPFO010000010.1:2939837-2940267
JAUPFO010000020.1:9201955-9202394	JAUPFN010000010.1:12146197-12146630
JAUPFO010000020.1:9201955-9202394	JAUPFO010000024.1:9356217-9356650
JAUPFO010000020.1:9201955-9202394	JAUPFN010000011.1:30156344-30156776
JAUPFO010000020.1:9201955-9202394	JAUPFN010000011.1:33767881-33768309
JAUPFO010000020.1:9201955-9202394	JAUPFO010000016.1:20383299-20383728
JAUPFO010000020.1:9201955-9202394	JAUPFO010000030.1:7612152-7612586
JAUPFO010000020.1:9201955-9202394	JAUPFN010000014.1:201514-201950
JAUPFO010000020.1:9201955-9202394	JAUPFN010000031.1:10991607-10992040
JAUPFO010000020.1:9201955-9202394	JAUPFO010000009.1:13777110-13777543
JAUPFO010000020.1:9201955-9202394	JAUPFN010000007.1:37260285-37260718
JAUPFO010000020.1:9201955-9202394	JAUPFN010000009.1:13157602-13158040
JAUPFO010000020.1:9201955-9202394	JAUPFN010000020.1:14030067-14030505
JAUPFO010000020.1:9201955-9202394	JAUPFO010000007.1:13035509-13035947
JAUPFO010000020.1:9201955-9202394	JAUPFN010000019.1:2165511-2165948
JAUPFO010000020.1:24612160-24612335	JAUPFO010000020.1:24612160-24612335
JAUPFO010000020.1:24612160-24612335	JAUPFN010000021.1:6272451-6272626
JAUPFO010000020.1:26824150-26827723	JAUPFO010000020.1:26824150-26827723
JAUPFO010000020.1:26824150-26827723	JAUPFN010000021.1:4117505-4117895
JAUPFO010000021.1:9859577-9861090	JAUPFO010000021.1:9859577-9861090
JAUPFO010000021.1:13108052-13108435	JAUPFO010000021.1:13108052-13108435
JAUPFO010000021.1:13108052-13108435	JAUPFN010000022.1:15003011-15003394
JAUPFO010000022.1:15801086-15801444	JAUPFO010000022.1:15801086-15801444
JAUPFO010000022.1:17460106-17462089	JAUPFO010000022.1:17460106-17462089
JAUPFO010000022.1:17551220-17551973	JAUPFO010000022.1:17551220-17551973
JAUPFO010000023.1:19396654-19396850	JAUPFO010000023.1:19396654-19396850
JAUPFO010000023.1:19396654-19396850	JAUPFN010000023.1:4161301-4161497
JAUPFO010000030.1:10921669-10922284	JAUPFO010000030.1:10921669-10922284
DWCR01001722.1:3604-3775	DWCR01001722.1:3604-3775
DWCR01001722.1:3604-3775	DVVI01000004.1:8131-8299
DWCR01001722.1:3604-3775	DVVJ01000048.1:10154-10322
DWCR01001722.1:3604-3775	JAWQUS010000010.1:19844865-19845033
DWCR01001722.1:3604-3775	JAWQUS010000020.1:3674661-3674829
DWCR01001722.1:3604-3775	DVUD01000889.1:97-265
DWCR01001722.1:3604-3775	DVUK01002685.1:2834-3002
DWCR01001722.1:3604-3775	DVVH01000718.1:222-390
DWCR01001722.1:3604-3775	DVWE01000015.1:8552-8720
DWCR01001722.1:3604-3775	DWSM01000044.1:381-549
DWCR01001722.1:3604-3775	JAXGGP010231886.1:99-267
DWCR01001722.1:3604-3775	JAWQUS010000025.1:4627707-4627875
DWCR01001722.1:3604-3775	CM032413.1:6727288-6727456
DWCR01001722.1:3604-3775	CM032413.1:6933686-6933854
DWCR01001722.1:3604-3775	DVTP01000010.1:2378-2546
DWCR01001722.1:3604-3775	DVUR01001905.1:1738-1906
DWCR01001722.1:3604-3775	DVVU01003728.1:3737-3905
DWCR01001722.1:3604-3775	DVWI01000379.1:4795-4963
DWCR01001722.1:3604-3775	DWCX01000091.1:1898-2066
DWCR01001722.1:3604-3775	DWQN01000197.1:2424-2592
DWCR01001722.1:3604-3775	JAXGGP010056598.1:3701-3869
DWIA01087835.1:862-1078	DWIA01087835.1:862-1078
DWKT01001782.1:2-745	DWKT01001782.1:2-745
DWPO01006091.1:2563-3202	DWPO01006091.1:2563-3202
JAHVAK010000103.1:10423482-10423638	JAHVAK010000103.1:10423482-10423638
JAHVAK010000103.1:10423482-10423638	JAGSMQ010000061.1:5672703-5672859
LR999940.1:10329640-10329945	LR999940.1:10329640-10329945
LR999940.1:10329640-10329945	JADAKG010000078.1:1953374-1953679
NJDC01017683.1:7740-8243	NJDC01017683.1:7740-8243
NJDD01003024.1:97554-97723	NJDD01003024.1:97554-97723
NJDD01003131.1:13456-13967	NJDD01003131.1:13456-13967
OV281353.1:22441144-22441519	OV281353.1:22441144-22441519
OW121752.1:31979601-31979795	OW121752.1:31979601-31979795
OW618039.2:20787523-20787950	OW618039.2:20787523-20787950
OW618039.2:20787523-20787950	OW618039.2:20782693-20783099
OX387344.1:13916982-13917739	OX387344.1:13916982-13917739
OX637874.1:3247130-3247367	OX637874.1:3247130-3247367
OY735254.1:7829313-7829541	OY735254.1:7829313-7829541
OY743109.1:21088816-21089858	OY743109.1:21088816-21089858
OY977944.1:28797988-28799101	OY977944.1:28797988-28799101
OZ001258.1:34695600-34695988	OZ001258.1:34695600-34695988
OZ001258.1:34695600-34695988	CM037726.1:19959417-19959719
OZ001258.1:34695600-34695988	CAJZBT010000061.1:1983202-1983392
OZ001258.1:34695600-34695988	SSWZ01000038.1:871802-872182
OZ001258.1:34695600-34695988	OX101806.1:4984135-4984512
OZ001258.1:34695600-34695988	CM063640.1:99933864-99934143
OZ001258.1:34695600-34695988	OX387422.1:60470369-60470738
OZ001258.1:34695600-34695988	CM037733.1:12964174-12964556
OZ001258.1:34695600-34695988	SSWZ01000072.1:360132-360479
OZ001258.1:34695600-34695988	CM038783.1:12423871-12424141
OZ001258.1:34695600-34695988	CM038778.1:22411339-22411685
OZ183580.1:14671230-14671397	OZ183580.1:14671230-14671397
SSWZ01000376.1:71950-72301	SSWZ01000376.1:71950-72301
SSWZ01000376.1:71950-72301	CM038790.1:12430080-12430351
SSWZ01000376.1:71950-72301	CM037736.1:8079532-8079879
SSWZ01000376.1:71950-72301	SSWZ01000338.1:10636-10955
SSWZ01000376.1:71950-72301	CM037743.1:4009684-4010003
SSWZ01000376.1:71950-72301	CM009919.1:4589983-4590301
CAJOSR010000600.1:566530-567006	CAJOSR010000600.1:566530-567006
CAJOSR010000600.1:566530-567006	CAXVXB010000003.1:3992124-3992501
CAJOSR010000600.1:566530-567006	OZ181984.1:21042907-21043284
CAJQZM010035026.1:3484-3875	CAJQZM010035026.1:3484-3875
CAJQZM010035676.1:35073-35584	CAJQZM010035676.1:35073-35584
CAJQZM010035676.1:35073-35584	HG991979.1:863241-863576
CAJQZM010035676.1:35073-35584	CAJQZQ010032400.1:84563-84898
CAJQZM010037013.1:3252-3696	CAJQZM010037013.1:3252-3696
CAKOGW010000019.1:298-805	CAKOGW010000019.1:298-805
CAMIUH010000671.1:38847-39011	CAMIUH010000671.1:38847-39011
CAMYPE010000856.1:80518-81279	CAMYPE010000856.1:80518-81279
CAMYPE010001592.1:602447-602643	CAMYPE010001592.1:602447-602643
CAMYPE010003333.1:85239-85511	CAMYPE010003333.1:85239-85511
CASGHI010000128.1:24668-25349	CASGHI010000128.1:24668-25349
CATKRX010000703.1:180348-181639	CATKRX010000703.1:180348-181639
CATKRX010000703.1:180348-181639	CATKRX010000703.1:185376-186664
CATKRX010000703.1:180348-181639	CATKRX010000703.1:177301-177793
CATKRX010001945.1:556416-556979	CATKRX010001945.1:556416-556979
CATKRX010002097.1:362927-363621	CATKRX010002097.1:362927-363621
CATLJT010000171.1:298568-298737	CATLJT010000171.1:298568-298737
CATLJT010000171.1:298568-298737	OX465270.1:497390-497556
CATLJT010000300.1:10810-11059	CATLJT010000300.1:10810-11059
CATLJT010000300.1:10810-11059	OX465244.1:16473731-16473979
CATNUB010000071.1:781750-782169	CATNUB010000071.1:781750-782169
CATNUE010000397.1:818726-818895	CATNUE010000397.1:818726-818895
CATNUE010000397.1:818726-818895	CATNUE010000397.1:789860-790028
CATNUE010000397.1:818726-818895	CATNUE010000397.1:791421-791589
CATNUE010000397.1:818726-818895	CATNUE010000397.1:794108-794276
CATNUE010000397.1:818726-818895	CATNUE010000397.1:796795-796963
CATNUE010000397.1:818726-818895	CATNUE010000397.1:800595-800763
CATNUE010000397.1:818726-818895	CATNUE010000397.1:804395-804563
CATNUE010000397.1:818726-818895	CATNUE010000397.1:807082-807250
CATNUE010000397.1:818726-818895	CATNUE010000397.1:809747-809915
CATNUE010000397.1:818726-818895	CATNUE010000397.1:812431-812599
CATNUE010000397.1:818726-818895	CATNUE010000397.1:821411-821579
CATNUE010000397.1:818726-818895	CATNUE010000397.1:822987-823155
CATNUE010000397.1:818726-818895	CATNUE010000397.1:824147-824315
CATNUE010000397.1:818726-818895	CATNUE010000397.1:825722-825890
CATNUE010000397.1:818726-818895	CATNUE010000397.1:827297-827466
CATNUE010000397.1:818726-818895	CATNUE010000397.1:829982-830150
CATNUE010000397.1:818726-818895	CATNUE010000397.1:831200-831369
CATNUE010000397.1:818726-818895	CATNUE010000397.1:833152-833321
CATNUE010000397.1:818726-818895	CATNUE010000397.1:835837-836005
CATNUE010000397.1:818726-818895	CATNUE010000397.1:837412-837581
CATNUE010000397.1:818726-818895	CATNUE010000397.1:888120-888288
CATNUE010000397.1:818726-818895	CATNUE010000397.1:889695-889863
CATNUE010000397.1:818726-818895	CATNUE010000397.1:892844-893012
CATNUE010000397.1:818726-818895	CATNUE010000397.1:814006-814173
CATNUE010000397.1:818726-818895	CATNUE010000397.1:815580-815747
CATNUE010000397.1:818726-818895	CATNUE010000397.1:840097-840264
CATNUE010000397.1:818726-818895	CATNUE010000397.1:841671-841838
CATNUE010000397.1:818726-818895	CATNUE010000397.1:843241-843408
CATNUE010000397.1:818726-818895	CATNUE010000397.1:844815-844982
CATNUE010000397.1:818726-818895	CATNUE010000397.1:847495-847662
CATNUE010000397.1:818726-818895	CATNUE010000397.1:869251-869418
CATNUE010000397.1:818726-818895	CATNUE010000397.1:873042-873209
CATNUE010000397.1:818726-818895	CATNUE010000397.1:876835-877002
CATNUE010000397.1:818726-818895	CATNUE010000397.1:880628-880795
CATNUE010000397.1:818726-818895	CATNUE010000397.1:884973-885140
CATNUE010000397.1:818726-818895	CATNUE010000397.1:886546-886713
CATNUE010000397.1:818726-818895	CATNUE010000397.1:891270-891437
CATNUE010000397.1:818726-818895	CATNUE010000397.1:817154-817319
JAUPFN010000022.1:3341803-3342394	JAUPFN010000022.1:3341803-3342394
JAUPFN010000025.1:17383356-17383551	JAUPFN010000025.1:17383356-17383551
JAUPFN010000031.1:5032221-5032973	JAUPFN010000031.1:5032221-5032973
JAUPFN010000031.1:5261010-5261272	JAUPFN010000031.1:5261010-5261272
JAUPFO010000001.1:3524981-3525977	JAUPFO010000001.1:3524981-3525977
JAUPFO010000001.1:38122396-38122620	JAUPFO010000001.1:38122396-38122620
JAUPFO010000001.1:38122396-38122620	JAUPFO010000008.1:36779003-36779221
JAUPFO010000001.1:38122396-38122620	JAUPFO010000010.1:35987145-35987363
JAUPFO010000001.1:38122396-38122620	JAUPFO010000017.1:19635096-19635314
JAUPFO010000001.1:38122396-38122620	JAUPFN010000018.1:20889410-20889628
JAUPFO010000001.1:38122396-38122620	JAUPFN010000023.1:2159152-2159370
JAUPFO010000001.1:38122396-38122620	JAUPFN010000024.1:3003787-3004005
JAUPFN010000024.1:5133857-5134174	JAUPFN010000024.1:5133857-5134174
JAUPFN010000024.1:17103823-17104340	JAUPFN010000024.1:17103823-17104340
JAUPFN010000024.1:17103823-17104340	JAUPFO010000004.1:16262363-16262880
JAUPFN010000024.1:17103823-17104340	JAUPFO010000024.1:8040851-8041368
JAUPFN010000025.1:2296682-2297256	JAUPFN010000025.1:2296682-2297256
JAUPFN010000025.1:2296682-2297256	JAUPFN010000002.1:38601624-38602085
JAUPFN010000025.1:2296682-2297256	JAUPFO010000001.1:12010495-12010956
JAUPFN010000025.1:2296682-2297256	JAUPFN010000006.1:2219896-2220462
JAUPFN010000025.1:2296682-2297256	JAUPFN010000016.1:14030134-14030698
JAUPFN010000025.1:2296682-2297256	JAUPFN010000016.1:26698985-26699448
JAUPFN010000025.1:2296682-2297256	JAUPFN010000018.1:32290989-32291452
JAUPFN010000025.1:2296682-2297256	JAUPFO010000001.1:48991656-48992120
JAUPFN010000025.1:2296682-2297256	JAUPFO010000004.1:664155-664720
JAUPFN010000025.1:2296682-2297256	JAUPFO010000006.1:431469-431931
JAUPFN010000025.1:2296682-2297256	JAUPFO010000006.1:44377568-44378132
JAUPFN010000025.1:2296682-2297256	JAUPFO010000008.1:41667015-41667478
JAUPFN010000025.1:2296682-2297256	JAUPFO010000014.1:19603195-19603661
JAUPFN010000025.1:2296682-2297256	JAUPFO010000021.1:5578657-5579119
JAUPFN010000025.1:2296682-2297256	JAUPFO010000021.1:24780159-24780622
JAUPFN010000025.1:2296682-2297256	JAUPFO010000023.1:5991033-5991525
JAUPFN010000025.1:2296682-2297256	JAUPFO010000027.1:12311084-12311546
JAUPFN010000025.1:2296682-2297256	JAUPFN010000001.1:39392136-39392700
JAUPFN010000025.1:2296682-2297256	JAUPFN010000003.1:48737899-48738362
JAUPFN010000025.1:2296682-2297256	JAUPFN010000005.1:26359148-26359714
JAUPFN010000025.1:2296682-2297256	JAUPFN010000006.1:10400911-10401372
JAUPFN010000025.1:2296682-2297256	JAUPFN010000010.1:1859847-1860310
JAUPFN010000025.1:2296682-2297256	JAUPFN010000010.1:2688047-2688511
JAUPFN010000025.1:2296682-2297256	JAUPFN010000014.1:18696820-18697385
JAUPFN010000025.1:2296682-2297256	JAUPFN010000022.1:23271278-23271740
JAUPFN010000025.1:2296682-2297256	JAUPFN010000027.1:189594-190159
JAUPFN010000025.1:2296682-2297256	JAUPFN010000029.1:2988298-2988762
JAUPFN010000025.1:2296682-2297256	JAUPFN010000029.1:10266026-10266488
JAUPFN010000025.1:2296682-2297256	JAUPFN010000094.1:32733-33197
JAUPFN010000025.1:2296682-2297256	JAUPFO010000015.1:7471170-7471632
JAUPFN010000025.1:2296682-2297256	JAUPFO010000016.1:20469309-20469771
JAUPFN010000025.1:2296682-2297256	JAUPFO010000019.1:23370735-23371300
JAUPFN010000025.1:2296682-2297256	JAUPFO010000021.1:10128563-10129026
JAUPFN010000025.1:2296682-2297256	JAUPFN010000006.1:8295000-8295461
JAUPFN010000025.1:2296682-2297256	JAUPFN010000007.1:5725652-5726114
JAUPFN010000025.1:2296682-2297256	JAUPFN010000009.1:25581622-25582188
JAUPFN010000025.1:2296682-2297256	JAUPFN010000001.1:29803239-29803702
JAUPFN010000025.1:2296682-2297256	JAUPFN010000006.1:13421847-13422310
JAUPFN010000025.1:2296682-2297256	JAUPFN010000025.1:22313388-22313851
JAUPFN010000025.1:2296682-2297256	JAUPFN010000026.1:16812534-16812999
JAUPFN010000025.1:2296682-2297256	JAUPFN010000034.1:1236781-1237244
JAUPFN010000025.1:2296682-2297256	JAUPFN010000038.1:1284283-1284754
JAUPFN010000025.1:2296682-2297256	JAUPFO010000001.1:1445018-1445482
JAUPFN010000025.1:2296682-2297256	JAUPFO010000011.1:33186249-33186708
JAUPFN010000025.1:2296682-2297256	JAUPFO010000012.1:31074018-31074482
JAUPFN010000025.1:2296682-2297256	JAUPFO010000023.1:19769739-19770203
JAUPFN010000025.1:2296682-2297256	JAUPFO010000031.1:751941-752404
JAUPFN010000025.1:2296682-2297256	JAUPFO010000191.1:11369-11840
JAUPFN010000025.1:2296682-2297256	JAUPFN010000010.1:29232160-29232624
JAUPFN010000025.1:2296682-2297256	JAUPFN010000013.1:28264387-28264851
JAUPFN010000025.1:2296682-2297256	JAUPFO010000002.1:21739682-21740145
JAUPFN010000025.1:2296682-2297256	JAUPFO010000007.1:14324461-14324924
JAUPFN010000025.1:2296682-2297256	JAUPFO010000008.1:12379106-12379570
JAUPFN010000025.1:2296682-2297256	JAUPFO010000011.1:31328814-31329277
JAUPFN010000025.1:2296682-2297256	JAUPFO010000024.1:7871931-7872394
JAUPFN010000025.1:2296682-2297256	JAUPFN010000010.1:4098478-4098943
JAUPFN010000025.1:2296682-2297256	JAUPFN010000012.1:11918726-11919192
JAUPFN010000025.1:2296682-2297256	JAUPFN010000020.1:3997986-3998449
JAUPFN010000025.1:2296682-2297256	JAUPFN010000020.1:30228560-30229022
JAUPFN010000025.1:2296682-2297256	JAUPFN010000022.1:18026147-18026608
JAUPFN010000025.1:2296682-2297256	JAUPFN010000027.1:12172117-12172582
JAUPFN010000025.1:2296682-2297256	JAUPFO010000001.1:6945987-6946451
JAUPFN010000025.1:2296682-2297256	JAUPFN010000002.1:43658297-43658761
JAUPFN010000025.1:2296682-2297256	JAUPFO010000003.1:11863661-11864125
JAUPFN010000025.1:2296682-2297256	JAUPFO010000004.1:28576903-28577468
JAUPFN010000025.1:2296682-2297256	JAUPFO010000004.1:36506782-36507246
JAUPFN010000025.1:2296682-2297256	JAUPFO010000005.1:36541731-36542192
JAUPFN010000025.1:2296682-2297256	JAUPFO010000008.1:36948830-36949295
JAUPFN010000025.1:2296682-2297256	JAUPFO010000013.1:20109466-20109930
JAUPFN010000025.1:2296682-2297256	JAUPFO010000014.1:6333876-6334333
JAUPFN010000025.1:2296682-2297256	JAUPFN010000021.1:7285217-7285423
JAUPFN010000025.1:2296682-2297256	JAUPFO010000017.1:9849682-9850144
JAUPFN010000025.1:2296682-2297256	JAUPFN010000018.1:26987900-26988362
JAUPFN010000025.1:2296682-2297256	JAUPFO010000021.1:1492273-1492736
JAUPFN010000025.1:2296682-2297256	JAUPFO010000023.1:10293036-10293242
JAUPFN010000025.1:2296682-2297256	JAUPFO010000023.1:23286763-23287326
JAUPFN010000025.1:2296682-2297256	JAUPFO010000033.1:1687347-1687911
JAUPFN010000025.1:2296682-2297256	JAUPFN010000033.1:2226957-2227521
JAUPFN010000025.1:2296682-2297256	JAUPFN010000043.1:347836-348400
JAUPFN010000025.1:2296682-2297256	JAUPFN010000007.1:44943797-44944359
JAUPFN010000025.1:2296682-2297256	JAUPFN010000009.1:1338800-1339264
JAUPFN010000025.1:2296682-2297256	JAUPFN010000014.1:38273531-38274097
JAUPFN010000025.1:2296682-2297256	JAUPFN010000015.1:954796-955362
JAUPFN010000025.1:2296682-2297256	JAUPFN010000015.1:6638072-6638638
JAUPFN010000025.1:2296682-2297256	JAUPFO010000005.1:33703680-33704142
JAUPFN010000025.1:2296682-2297256	JAUPFN010000016.1:9807065-9807529
JAUPFN010000025.1:2296682-2297256	JAUPFN010000018.1:21705750-21706312
JAUPFN010000025.1:2296682-2297256	JAUPFN010000019.1:17642447-17643010
JAUPFN010000025.1:2296682-2297256	JAUPFN010000022.1:3447468-3448034
JAUPFN010000025.1:2296682-2297256	JAUPFO010000005.1:9374523-9374989
JAUPFN010000025.1:2296682-2297256	JAUPFO010000006.1:36494596-36495059
JAUPFN010000025.1:2296682-2297256	JAUPFO010000006.1:41146173-41146738
JAUPFN010000025.1:2296682-2297256	JAUPFO010000007.1:36899196-36899656
JAUPFN010000025.1:2296682-2297256	JAUPFO010000009.1:42891715-42892275
JAUPFN010000025.1:2296682-2297256	JAUPFN010000003.1:8952555-8952774
JAUPFN010000025.1:2296682-2297256	JAUPFO010000003.1:9069732-9069951
JAUPFN010000025.1:2296682-2297256	JAUPFO010000013.1:477904-478466
JAUPFN010000025.1:2296682-2297256	JAUPFO010000005.1:10465415-10465627
JAUPFN010000025.1:2296682-2297256	JAUPFO010000014.1:27978077-27978541
JAUPFN010000025.1:2296682-2297256	JAUPFO010000016.1:19656757-19657217
JAUPFN010000025.1:2296682-2297256	JAUPFO010000016.1:19844870-19845344
JAUPFN010000025.1:2296682-2297256	JAUPFO010000017.1:30535891-30536359
JAUPFN010000025.1:2296682-2297256	JAUPFO010000021.1:26328452-26328918
JAUPFN010000025.1:2296682-2297256	JAUPFO010000023.1:2343104-2343666
JAUPFN010000031.1:4883865-4884045	JAUPFN010000031.1:4883865-4884045
JAUPFN010000031.1:4918384-4918616	JAUPFN010000031.1:4918384-4918616
JAUPFN010000031.1:5092324-5092843	JAUPFN010000031.1:5092324-5092843
JAUPFN010000032.1:4410874-4411403	JAUPFN010000032.1:4410874-4411403
JAUPFN010000032.1:4410874-4411403	JAUPFN010000001.1:5856767-5857184
JAUPFO010000002.1:24821936-24822444	JAUPFO010000002.1:24821936-24822444
JAUPFO010000002.1:33177622-33177967	JAUPFO010000002.1:33177622-33177967
JAUPFO010000002.1:33177622-33177967	JAUPFN010000001.1:18404407-18404752
JAUPFO010000005.1:10829865-10830039	JAUPFO010000005.1:10829865-10830039
JAUPFO010000005.1:10829865-10830039	DVYU01040268.1:592-766
JAUPFO010000005.1:10829865-10830039	JAUPFN010000006.1:36492346-36492520
JAUPFO010000005.1:10829865-10830039	JAUPFO010000005.1:10815613-10815787
CM054780.1:1336827-1337584	CM054780.1:1336827-1337584
CM054831.1:1341534-1342264	CM054831.1:1341534-1342264
CM073303.1:4910873-4911050	CM073303.1:4910873-4911050
CM079451.1:237871084-237871294	CM079451.1:237871084-237871294
OU963906.1:8284841-8285390	OU963906.1:8284841-8285390
OU963906.1:8284841-8285390	OU963894.1:26630669-26631209
OU963906.1:8284841-8285390	OU963919.1:7169772-7170312
OU963906.1:8284841-8285390	OU963896.1:14439103-14439643
OU963906.1:8284841-8285390	OU963903.1:12489979-12490519
OU963906.1:8284841-8285390	RSAL01000011.1:4574680-4575046
OU963906.1:8284841-8285390	RSAL01000206.1:1051930-1052469
OU963906.1:8284841-8285390	OU963896.1:10620653-10621183
OU963915.1:17524632-17526467	OU963915.1:17524632-17526467
OU963915.1:17524632-17526467	OU963915.1:17553971-17555806
OW028647.1:10818238-10818595	OW028647.1:10818238-10818595
OW052066.1:5362498-5362748	OW052066.1:5362498-5362748
OW203660.1:12340220-12340364	OW203660.1:12340220-12340364
OW203986.1:28918452-28919135	OW203986.1:28918452-28919135
OX243994.1:2722830-2723170	OX243994.1:2722830-2723170
OX335660.1:1354464-1354690	OX335660.1:1354464-1354690
OX352250.1:4433293-4433617	OX352250.1:4433293-4433617
OX371198.1:11277956-11279067	OX371198.1:11277956-11279067
OX371198.1:11277956-11279067	OX371195.1:20529575-20529949
OX387214.1:22178769-22179007	OX387214.1:22178769-22179007
OX388023.1:8060433-8060681	OX388023.1:8060433-8060681
OX411745.1:26958733-26959209	OX411745.1:26958733-26959209
OX411745.1:26958733-26959209	OX411745.1:27581230-27581706
OX419669.1:3621368-3621658	OX419669.1:3621368-3621658
OX421470.1:16377379-16377836	OX421470.1:16377379-16377836
OX421485.1:5236170-5236616	OX421485.1:5236170-5236616
OX421485.1:5236170-5236616	OW121747.1:23851899-23852343
OX421485.1:5236170-5236616	OW121749.1:18300532-18300731
OX421485.1:5236170-5236616	OW121774.1:6103334-6103520
OX421485.1:5236170-5236616	OW121774.1:6305421-6305611
OX421485.1:5236170-5236616	OW121774.1:6323704-6323903
OX421485.1:5236170-5236616	OW121774.1:6909473-6909781
OX421485.1:5236170-5236616	OW121774.1:6917128-6917327
OX421485.1:5236170-5236616	OW121774.1:6969996-6970215
OX463301.1:23673447-23673678	OX463301.1:23673447-23673678
OX465245.1:20450280-20450775	OX465245.1:20450280-20450775
OX465245.1:20551405-20552069	OX465245.1:20551405-20552069
OX465245.1:22543078-22543449	OX465245.1:22543078-22543449
OZ001259.1:4977330-4977534	OZ001259.1:4977330-4977534
OZ008359.1:4790486-4791138	OZ008359.1:4790486-4791138
OZ172869.1:18464233-18464657	OZ172869.1:18464233-18464657
OZ172872.1:3985019-3985525	OZ172872.1:3985019-3985525
OZ172875.1:16500363-16500900	OZ172875.1:16500363-16500900
OZ172876.1:10320337-10320585	OZ172876.1:10320337-10320585
OZ177523.1:3873584-3873860	OZ177523.1:3873584-3873860
OZ177540.1:5055132-5055518	OZ177540.1:5055132-5055518
OZ177540.1:5055132-5055518	CAXVHK010000001.1:12262563-12262946
OZ181984.1:2287092-2287335	OZ181984.1:2287092-2287335
OZ181997.1:11755420-11755813	OZ181997.1:11755420-11755813
OZ182001.1:9663538-9664081	OZ182001.1:9663538-9664081
OZ182001.1:9663538-9664081	OZ182001.1:9673284-9673825
CM063640.1:123191207-123192377	CM063640.1:123191207-123192377
CM063642.1:67031843-67032246	CM063642.1:67031843-67032246
CM063642.1:118656853-118657343	CM063642.1:118656853-118657343
CM063643.1:7661254-7661603	CM063643.1:7661254-7661603
CM063645.1:59850527-59851111	CM063645.1:59850527-59851111
OW204004.1:4774988-4775381	OW204004.1:4774988-4775381
CAJQZQ010031051.1:1329-1514	CAJQZQ010031051.1:1329-1514
CAJQZQ010031051.1:1329-1514	JAABVK010000119.1:1283-1439
CAVNZJ010000032.1:1397991-1398505	CAVNZJ010000032.1:1397991-1398505
CAVNZJ010000032.1:1397991-1398505	CAVNZK010000032.1:1397991-1398505
CAXVQF010000003.1:4538555-4538764	CAXVQF010000003.1:4538555-4538764
CAXVQF010000003.1:4538555-4538764	OZ179870.1:4412609-4412818
CAXVZB010000074.1:11831834-11832770	CAXVZB010000074.1:11831834-11832770
CAXVZB010000074.1:11831834-11832770	OZ182934.1:7967789-7968724
CAXVZB010000074.1:11831834-11832770	CAXVZB010000019.1:3996782-3997718
CAXVZB010000074.1:11831834-11832770	CAXVZB010000074.1:12327415-12328343
CAXVZB010000074.1:11831834-11832770	OZ182919.1:4088199-4089135
CAXVZB010000074.1:11831834-11832770	OZ182934.1:8435581-8436517
CAXVZB010000074.1:11831834-11832770	CAXVZB010000038.1:9818742-9819673
CAXVZF010000021.1:18617992-18618274	CAXVZF010000021.1:18617992-18618274
CAXVZF010000021.1:18617992-18618274	OZ182972.1:3490583-3490865
CAXVZF010000021.1:18617992-18618274	OZ182972.1:3528174-3528456
CAXVZF010000021.1:18617992-18618274	OZ182976.1:209402-209578
CAXVZF010000021.1:18617992-18618274	CAXVZF010000043.1:19349231-19349406
CAXWAB010000001.1:27703936-27704152	CAXWAB010000001.1:27703936-27704152
CAXWAB010000001.1:27703936-27704152	OZ183548.1:27624042-27624258
CAXWAB010000001.1:27703936-27704152	OU426947.1:5389924-5390140
CM009920.1:18732775-18733559	CM009920.1:18732775-18733559
CM073300.1:7116324-7116630	CM073300.1:7116324-7116630
CM073300.1:7116324-7116630	CM073269.1:1992298-1992604
CM073300.1:7116324-7116630	PEHJ01000420.1:59668-59974
CM079460.1:116713797-116714080	CM079460.1:116713797-116714080
DVYP01020694.1:1177-1415	DVYP01020694.1:1177-1415
DWAI01003292.1:3059-3233	DWAI01003292.1:3059-3233
DWAI01003292.1:3059-3233	CM032413.1:1670043-1670215
DWAI01003292.1:3059-3233	JBCGHP010154056.1:1693-1867
DWAI01003292.1:3059-3233	CM032413.1:2636372-2636546
CATOZV010000307.1:201815-202014	CATOZV010000307.1:201815-202014
CAXKSP010000008.1:13125950-13126217	CAXKSP010000008.1:13125950-13126217
CAXLBV010000001.1:33027329-33027878	CAXLBV010000001.1:33027329-33027878
CAXLBV010000001.1:33027329-33027878	OZ073195.1:32919254-32919803
CAXLOH010000008.1:3179920-3180277	CAXLOH010000008.1:3179920-3180277
