LR990046.1:17392347-17392724	LR990046.1:17392347-17392724
OX465261.1:15248772-15249033	OX465261.1:15248772-15249033
OX465268.1:10636775-10641012	OX465268.1:10636775-10641012
OX465268.1:10636775-10641012	OX465264.1:10258572-10259199
OX465268.1:10636775-10641012	OX465264.1:10366189-10366794
OX465268.1:10636775-10641012	OX465266.1:12214720-12218897
OX465268.1:10636775-10641012	OX465248.1:6084879-6087928
OX465268.1:10636775-10641012	CATLJT010000287.1:347812-351718
OX465268.1:10636775-10641012	OX465252.1:7088047-7092226
OX465268.1:10636775-10641012	OX465262.1:10229886-10234068
OX465268.1:10636775-10641012	OX465269.1:13412105-13416288
OX465268.1:10636775-10641012	OX465247.1:1185221-1185448
OX465268.1:10636775-10641012	OX465249.1:207463-211639
OX465268.1:10636775-10641012	OX465255.1:13037601-13041802
OX465268.1:10636775-10641012	OX465243.1:30501754-30505627
OX465268.1:10636775-10641012	OX465265.1:15120698-15124763
OX465268.1:10636775-10641012	OX465248.1:7806054-7810110
OX465268.1:10636775-10641012	OX465247.1:1209886-1213946
OX465268.1:10636775-10641012	OX465264.1:11835037-11839236
OX465268.1:10636775-10641012	OX465264.1:10277870-10278489
OX465270.1:510589-510835	OX465270.1:510589-510835
OX465270.1:1927993-1928220	OX465270.1:1927993-1928220
OX637896.1:8992372-8992576	OX637896.1:8992372-8992576
OY365798.1:14495415-14495609	OY365798.1:14495415-14495609
OY365798.1:14495415-14495609	CAUFVQ010000008.1:1120442-1120623
OY720368.1:15710181-15710365	OY720368.1:15710181-15710365
OY735270.1:7748222-7748570	OY735270.1:7748222-7748570
OY743094.1:4741830-4742021	OY743094.1:4741830-4742021
OY743104.1:7303531-7305212	OY743104.1:7303531-7305212
OY743119.1:15602884-15603325	OY743119.1:15602884-15603325
OY743119.1:15602884-15603325	OZ182081.1:8392173-8392598
OY743119.1:15602884-15603325	CAXWAB010000016.1:16045457-16045703
OY743119.1:15602884-15603325	OY743119.1:15581148-15581567
OY743119.1:15602884-15603325	OZ182070.1:29948076-29948481
OY748286.1:14403666-14403872	OY748286.1:14403666-14403872
OY796851.1:23720683-23720942	OY796851.1:23720683-23720942
OZ182996.1:7927571-7927877	OZ182996.1:7927571-7927877
OV170229.1:4003307-4003683	OV170229.1:4003307-4003683
OV170229.1:4003307-4003683	OX352473.1:4122914-4123290
OV170229.1:18232505-18233364	OV170229.1:18232505-18233364
OV170229.1:18232505-18233364	OX352478.1:15959040-15959893
OV170229.1:18232505-18233364	OX638250.1:17650539-17651394
OV277709.1:17684474-17684903	OV277709.1:17684474-17684903
OV277709.1:17684474-17684903	OV277709.1:17681176-17681517
OW203667.1:9609766-9610112	OW203667.1:9609766-9610112
OW203993.1:14475998-14476370	OW203993.1:14475998-14476370
OW569308.1:8914775-8915201	OW569308.1:8914775-8915201
OW569340.1:13052365-13053206	OW569340.1:13052365-13053206
OW618043.2:12797898-12798174	OW618043.2:12797898-12798174
OW971956.1:4489731-4492141	OW971956.1:4489731-4492141
OX243831.2:4858467-4858661	OX243831.2:4858467-4858661
OX276369.1:6907545-6907738	OX276369.1:6907545-6907738
OX297879.1:4414065-4414328	OX297879.1:4414065-4414328
OX371017.1:5433037-5433242	OX371017.1:5433037-5433242
OX383304.1:3793175-3793346	OX383304.1:3793175-3793346
OX383304.1:3793175-3793346	OX383304.1:3794628-3794799
OX383304.1:3793175-3793346	OX383304.1:3796142-3796313
OX383306.1:8158605-8159568	OX383306.1:8158605-8159568
OX387212.1:11560074-11560407	OX387212.1:11560074-11560407
OX387212.1:21116565-21116819	OX387212.1:21116565-21116819
OX401999.1:13595907-13596180	OX401999.1:13595907-13596180
OX402562.1:5569726-5570228	OX402562.1:5569726-5570228
OX421485.1:5527304-5527527	OX421485.1:5527304-5527527
OX459024.1:4548166-4548538	OX459024.1:4548166-4548538
OX463309.1:9783547-9783990	OX463309.1:9783547-9783990
OX463309.1:9783547-9783990	OU963923.1:459506-459724
OX463309.1:9783547-9783990	RSAL01000206.1:1054748-1054965
OX463815.1:21670713-21671010	OX463815.1:21670713-21671010
OX463825.1:22292220-22292572	OX463825.1:22292220-22292572
OX465243.1:5549017-5549456	OX465243.1:5549017-5549456
OX465243.1:5549017-5549456	OX465247.1:1207348-1207754
OX465243.1:5549017-5549456	OX465245.1:22092126-22092558
OX465243.1:5549017-5549456	OX465248.1:17451213-17451644
OX465243.1:5549017-5549456	OX465252.1:196531-196919
OX465243.1:5549017-5549456	OX465245.1:20093715-20094132
OX465243.1:13139514-13139938	OX465243.1:13139514-13139938
OX465244.1:9415299-9415469	OX465244.1:9415299-9415469
OX465244.1:9415299-9415469	OX465266.1:11863793-11863961
OX465244.1:9415299-9415469	OX465243.1:26161463-26161631
OX465244.1:9415299-9415469	OX465244.1:16138576-16138745
OX465244.1:9415299-9415469	OX465270.1:11257494-11257661
OX465244.1:9415299-9415469	OX465270.1:4220637-4220805
OX465245.1:20095053-20095499	OX465245.1:20095053-20095499
OX465245.1:20095053-20095499	CATLJT010000039.1:28907-29293
OX465245.1:20095053-20095499	OX465243.1:20307336-20307774
OX465245.1:20095053-20095499	OX465245.1:16421804-16422243
OX465245.1:20095053-20095499	OX465245.1:20282730-20283168
OX465245.1:20599803-20600385	OX465245.1:20599803-20600385
OZ001670.1:2060648-2061193	OZ001670.1:2060648-2061193
OZ001670.1:2060648-2061193	OZ001670.1:1859912-1860257
OZ008346.1:9272490-9273978	OZ008346.1:9272490-9273978
OZ059873.1:37145947-37146166	OZ059873.1:37145947-37146166
OZ060557.1:26825463-26825627	OZ060557.1:26825463-26825627
OZ060655.1:23548570-23549024	OZ060655.1:23548570-23549024
OZ060655.1:23548570-23549024	OZ060655.1:23559599-23559760
OZ060655.1:23548570-23549024	OZ060655.1:23551139-23551574
OZ060655.1:23548570-23549024	OZ060655.1:23553689-23554124
OZ172862.1:11444414-11444695	OZ172862.1:11444414-11444695
OZ172862.1:11444414-11444695	OX465272.1:461109-461368
OZ172862.1:11444414-11444695	OX439382.1:12425386-12425666
OZ172862.1:11444414-11444695	OX439380.1:3233804-3234065
OZ172870.1:15699320-15699554	OZ172870.1:15699320-15699554
OZ172875.1:17727524-17727780	OZ172875.1:17727524-17727780
OZ173978.1:5289566-5289896	OZ173978.1:5289566-5289896
OZ179779.1:15228672-15229189	OZ179779.1:15228672-15229189
OZ179889.1:1839380-1839631	OZ179889.1:1839380-1839631
CM063640.1:124067908-124068381	CM063640.1:124067908-124068381
CM063640.1:132545810-132546263	CM063640.1:132545810-132546263
CM063640.1:134771432-134771800	CM063640.1:134771432-134771800
CM063640.1:279978323-279978694	CM063640.1:279978323-279978694
CM063640.1:364911657-364912281	CM063640.1:364911657-364912281
CM063641.1:48292238-48292528	CM063641.1:48292238-48292528
CM063641.1:51301258-51301779	CM063641.1:51301258-51301779
CM063641.1:62813714-62813984	CM063641.1:62813714-62813984
CM063643.1:2159598-2160073	CM063643.1:2159598-2160073
CM063643.1:9584099-9584325	CM063643.1:9584099-9584325
CM063643.1:9584099-9584325	CM063650.1:25378229-25378450
CM063644.1:26075173-26076062	CM063644.1:26075173-26076062
CM063645.1:9540596-9541133	CM063645.1:9540596-9541133
OW204005.1:4539215-4541154	OW204005.1:4539215-4541154
OW204005.1:4539215-4541154	OW204005.1:4578193-4580132
OW204005.1:4539215-4541154	OW204005.1:4455992-4457909
CAXVHD010000057.1:5606273-5607532	CAXVHD010000057.1:5606273-5607532
CAXVHK010000058.1:9355883-9356193	CAXVHK010000058.1:9355883-9356193
CAXVZB010000074.1:12331103-12333106	CAXVZB010000074.1:12331103-12333106
CAXVZB010000074.1:12331103-12333106	CAXVZB010000038.1:9822419-9824417
CM066624.1:8817504-8818732	CM066624.1:8817504-8818732
CP049675.1:4788321-4788561	CP049675.1:4788321-4788561
DVYJ01014368.1:1836-2091	DVYJ01014368.1:1836-2091
DVZL01001147.1:17619-17845	DVZL01001147.1:17619-17845
DWBA01024880.1:337-600	DWBA01024880.1:337-600
JADAKG010000067.1:200304-200757	JADAKG010000067.1:200304-200757
JAPUBQ010000004.1:8719996-8720179	JAPUBQ010000004.1:8719996-8720179
JAUPFZ010000024.1:11841653-11842073	JAUPFZ010000024.1:11841653-11842073
OX335649.1:3794680-3795045	OX335649.1:3794680-3795045
RSAL01000008.1:2676568-2680638	RSAL01000008.1:2676568-2680638
RSAL01000008.1:2676568-2680638	OU963920.1:7503350-7505137
RSAL01000008.1:2676568-2680638	RSAL01000159.1:1270268-1273138
RSAL01000008.1:2676568-2680638	OU963923.1:5188570-5190330
SSWZ01000363.1:208861-209195	SSWZ01000363.1:208861-209195
OU342968.1:26723313-26724785	OU342968.1:26723313-26724785
OU342970.1:25621079-25623166	OU342970.1:25621079-25623166
OU342970.1:25621079-25623166	OU342973.1:10161568-10161814
OU342970.1:25621079-25623166	OU342973.1:10182227-10182473
OU342970.1:25621079-25623166	OU342964.1:1590449-1590632
OU342970.1:25621079-25623166	OU342976.1:23243735-23244219
OU342970.1:25621079-25623166	OU342960.1:1937673-1939694
OU342970.1:25621079-25623166	OU342960.1:12534436-12536427
OU342970.1:25621079-25623166	OU342962.1:21893047-21895072
OU342970.1:25621079-25623166	OU342962.1:30052622-30054648
OU342970.1:25621079-25623166	OU342969.1:7075840-7077864
OU342970.1:25621079-25623166	OU342963.1:496652-498674
OU342970.1:25621079-25623166	OU342963.1:3203953-3205977
OU342970.1:25621079-25623166	OU342963.1:6654169-6656162
OU342970.1:25621079-25623166	OU342964.1:717910-719946
OU342970.1:25621079-25623166	OU342964.1:5450528-5452569
OU342970.1:25621079-25623166	OU342966.1:12008063-12010092
OU342970.1:25621079-25623166	OU342964.1:28128614-28130639
OU342970.1:25621079-25623166	OU342964.1:28295393-28297417
OU342970.1:25621079-25623166	OU342965.1:1587207-1589256
OU342970.1:25621079-25623166	OU342965.1:6502646-6504670
OU342970.1:25621079-25623166	OU342965.1:30001678-30003694
OU342970.1:25621079-25623166	OU342966.1:3630082-3632113
OU342970.1:25621079-25623166	OU342966.1:26337632-26338900
OU342970.1:25621079-25623166	OU342966.1:27554049-27556065
OU342970.1:25621079-25623166	OU342967.1:21681941-21683963
OU342970.1:25621079-25623166	OU342968.1:2984400-2986432
OU342970.1:25621079-25623166	OU342968.1:3182583-3184608
OU342970.1:25621079-25623166	OU342968.1:9758008-9760015
OU342970.1:25621079-25623166	OU342968.1:13194982-13197019
OU342970.1:25621079-25623166	OU342969.1:6721760-6723757
OU342970.1:25621079-25623166	OU342969.1:28564104-28566094
OU342970.1:25621079-25623166	OU342970.1:5181191-5183212
OU342970.1:25621079-25623166	OU342970.1:6592301-6594326
OU342970.1:25621079-25623166	OU342970.1:12047355-12049380
OU342970.1:25621079-25623166	OU342970.1:30505494-30507516
OU342970.1:25621079-25623166	OU342971.1:2808703-2809149
OU342970.1:25621079-25623166	OU342971.1:6573526-6575565
OU342970.1:25621079-25623166	OU342971.1:14755937-14757965
OU342970.1:25621079-25623166	OU342969.1:16996348-16998371
OU342970.1:25621079-25623166	OU342978.1:26186898-26188921
OU342970.1:25621079-25623166	OU342980.1:750821-752846
OU342970.1:25621079-25623166	OU342960.1:46275222-46277248
OU342970.1:25621079-25623166	OU342972.1:10976459-10978483
OU342970.1:25621079-25623166	OU342982.1:23878937-23880960
OU342970.1:25621079-25623166	OU342972.1:3691740-3693763
OU342970.1:25621079-25623166	OU342972.1:11334381-11336273
OU342970.1:25621079-25623166	OU342973.1:26194337-26196363
OU342970.1:25621079-25623166	OU342974.1:4326513-4328399
OU342970.1:25621079-25623166	OU342975.1:2137501-2139529
OU342970.1:25621079-25623166	OU342975.1:6923902-6925927
OU342970.1:25621079-25623166	OU342975.1:13377611-13379637
OU342970.1:25621079-25623166	OU342961.1:4660075-4662100
OU342970.1:25621079-25623166	OU342975.1:15008682-15010709
OU342970.1:25621079-25623166	OU342975.1:15228922-15230958
OU342970.1:25621079-25623166	OU342976.1:2089701-2091735
OU342970.1:25621079-25623166	OU342976.1:4810580-4812605
OU342970.1:25621079-25623166	OU342976.1:23945572-23947604
OU342970.1:25621079-25623166	OU342978.1:23374869-23376890
OU342970.1:25621079-25623166	OU342978.1:24211239-24213263
OU342970.1:25621079-25623166	OU342979.1:3924059-3926084
OU342970.1:25621079-25623166	OU342981.1:9000902-9002926
OU342970.1:25621079-25623166	OU342981.1:24055851-24057891
OU342970.1:25621079-25623166	OU342982.1:3973163-3975206
OU342970.1:25621079-25623166	OU342965.1:4960671-4962696
OU342970.1:25621079-25623166	OU342967.1:27516467-27518492
OU342970.1:25621079-25623166	OU342973.1:10209378-10211151
OU342970.1:25621079-25623166	OU342962.1:4763477-4765502
OU342970.1:25621079-25623166	OU342984.1:20189835-20191860
OU342970.1:25621079-25623166	OU342982.1:6113615-6115646
OU342970.1:25621079-25623166	OU342982.1:22141976-22143958
OU342970.1:25621079-25623166	OU342983.1:11817481-11819510
OU342970.1:25621079-25623166	OU342983.1:21399925-21401945
OU342970.1:25621079-25623166	OU342985.1:1109763-1111760
OU342970.1:25621079-25623166	OU342986.1:11002495-11004521
OU342970.1:25621079-25623166	OU342988.1:1828270-1830293
OU342970.1:25621079-25623166	OU342989.1:15247690-15249713
OU342970.1:25621079-25623166	OU342960.1:3943864-3945888
OU342970.1:25621079-25623166	OU342960.1:7875236-7877265
OU342970.1:25621079-25623166	OU342960.1:16824630-16826606
OU342970.1:25621079-25623166	OU342961.1:2830090-2832128
OU342970.1:25621079-25623166	OU342961.1:3991421-3993464
OU342970.1:25621079-25623166	OU342962.1:3810834-3812871
OU342970.1:25621079-25623166	OU342962.1:7562234-7564255
OU342970.1:25621079-25623166	OU342962.1:9559297-9561327
OU342970.1:25621079-25623166	OU342963.1:4874655-4876678
OU342970.1:25621079-25623166	OU342964.1:8814478-8816503
OU342970.1:25621079-25623166	OU342972.1:11226541-11228567
OU342970.1:25621079-25623166	OU342978.1:15268799-15270822
OU342970.1:25621079-25623166	OU342963.1:1481870-1483912
OU342970.1:25621079-25623166	OU342974.1:24467837-24469860
OU342970.1:25621079-25623166	OU342978.1:5587358-5589382
OU342970.1:25621079-25623166	OU342962.1:14628985-14631007
OU342970.1:25621079-25623166	OU342981.1:7062851-7064872
OU342970.1:25621079-25623166	OU342963.1:2845098-2847125
OU342970.1:25621079-25623166	OU342963.1:6357192-6359183
OU342970.1:25621079-25623166	OU342963.1:14623764-14625790
OU342970.1:25621079-25623166	OU342972.1:6455336-6455999
OU342970.1:25621079-25623166	OU342963.1:19142805-19144813
OU342970.1:25621079-25623166	OU342964.1:785612-787637
OU342970.1:25621079-25623166	OU342964.1:4444891-4446913
OU342970.1:25621079-25623166	OU342964.1:9348957-9350983
OU342970.1:25621079-25623166	OU342964.1:9863154-9865193
OU342970.1:25621079-25623166	OU342964.1:28465813-28467828
OU342970.1:25621079-25623166	OU342966.1:11606363-11608362
OU342970.1:25621079-25623166	OU342966.1:27912823-27914853
OU342970.1:25621079-25623166	OU342967.1:22381326-22383347
OU342970.1:25621079-25623166	OU342968.1:4530616-4532653
OU342970.1:25621079-25623166	OU342968.1:7137578-7139590
OU342970.1:25621079-25623166	OU342968.1:26278072-26280095
OU342970.1:25621079-25623166	OU342968.1:28967685-28969701
OU342970.1:25621079-25623166	OU342969.1:8524445-8526472
OU342970.1:25621079-25623166	OU342969.1:16688866-16690890
OU342970.1:25621079-25623166	OU342969.1:27401522-27403531
OU342970.1:25621079-25623166	OU342971.1:962788-964816
OU342970.1:25621079-25623166	OU342971.1:1108255-1110293
OU342970.1:25621079-25623166	OU342971.1:6481326-6483358
OU342970.1:25621079-25623166	OU342972.1:1971086-1973106
OU342970.1:25621079-25623166	OU342972.1:10772952-10774992
OU342970.1:25621079-25623166	OU342969.1:4194229-4196252
OU342970.1:25621079-25623166	OU342972.1:24923663-24925699
OU342970.1:25621079-25623166	OU342973.1:1982933-1984949
OU342970.1:25621079-25623166	OU342973.1:9083563-9085603
OU342970.1:25621079-25623166	OU342973.1:24673293-24675331
OU342970.1:25621079-25623166	OU342972.1:10897990-10900014
OU342970.1:25621079-25623166	OU342974.1:6790849-6792873
OU342970.1:25621079-25623166	OU342982.1:9921576-9923605
OU342970.1:25621079-25623166	OU342973.1:4151374-4153398
OU342970.1:25621079-25623166	OU342978.1:2695944-2697968
OU342970.1:25621079-25623166	OU342973.1:24691154-24693145
OU342970.1:25621079-25623166	OU342973.1:26003684-26005711
OU342970.1:25621079-25623166	OU342973.1:26701806-26703832
OU342970.1:25621079-25623166	OU342974.1:2140738-2142764
OU342970.1:25621079-25623166	OU342974.1:2806831-2808847
OU342970.1:25621079-25623166	OU342974.1:4601692-4603712
OU342970.1:25621079-25623166	OU342974.1:27678875-27680888
OU342970.1:25621079-25623166	OU342975.1:4905818-4907858
OU342970.1:25621079-25623166	OU342975.1:9158380-9160414
OU342970.1:25621079-25623166	OU342975.1:27834413-27836404
OU342970.1:25621079-25623166	OU342976.1:5797589-5799615
OU342970.1:25621079-25623166	OU342976.1:8775250-8777273
OU342970.1:25621079-25623166	OU342976.1:8947709-8949733
OU342970.1:25621079-25623166	OU342976.1:22918701-22920707
OU342970.1:25621079-25623166	OU342976.1:25043846-25045871
OU342970.1:25621079-25623166	OU342977.1:5706642-5708665
OU342970.1:25621079-25623166	OU342977.1:5820389-5822423
OU342970.1:25621079-25623166	OU342979.1:26190886-26192917
OU342970.1:25621079-25623166	OU342977.1:6200984-6202988
OU342970.1:25621079-25623166	OU342960.1:20927277-20929270
OU342970.1:25621079-25623166	OU342960.1:48990683-48992675
OU342970.1:25621079-25623166	OU342961.1:31851760-31853753
OU342970.1:25621079-25623166	OU342962.1:1797207-1799197
OU342970.1:25621079-25623166	OU342963.1:30394009-30396002
OU342970.1:25621079-25623166	OU342966.1:11009494-11011492
OU342970.1:25621079-25623166	OU342967.1:30056512-30058510
OU342970.1:25621079-25623166	OU342968.1:12577873-12579867
OU342970.1:25621079-25623166	OU342975.1:26939339-26941332
OU342970.1:25621079-25623166	OU342976.1:6442992-6444982
OU342970.1:25621079-25623166	OU342980.1:10581243-10583233
OU342970.1:25621079-25623166	OU342983.1:20923207-20925198
OU342970.1:25621079-25623166	OU342985.1:3115812-3117805
OU342970.1:25621079-25623166	OU342985.1:6710031-6712021
OU342970.1:25621079-25623166	OU342961.1:1611307-1613300
OU342970.1:25621079-25623166	OU342962.1:30863007-30865000
OU342970.1:25621079-25623166	OU342964.1:4317471-4319462
OU342970.1:25621079-25623166	OU342968.1:9099045-9101038
OU342970.1:25621079-25623166	OU342970.1:30366183-30368177
OU342970.1:25621079-25623166	OU342975.1:11959981-11961971
OU342970.1:25621079-25623166	OU342982.1:6621897-6623888
OU342970.1:25621079-25623166	OU342982.1:9577463-9579454
OU342970.1:25621079-25623166	OU342985.1:9691975-9693969
OU342970.1:25621079-25623166	OU342989.1:7110501-7112491
OU342970.1:25621079-25623166	OU342977.1:16914649-16916673
OU342970.1:25621079-25623166	OU342977.1:22649266-22651262
OU342970.1:25621079-25623166	OU342978.1:3218061-3220079
OU342970.1:25621079-25623166	OU342979.1:15297285-15299306
OU342970.1:25621079-25623166	OU342979.1:26457542-26459558
OU342970.1:25621079-25623166	OU342980.1:12771004-12773040
OU342970.1:25621079-25623166	OU342981.1:6727617-6729610
OU342970.1:25621079-25623166	OU342982.1:1670100-1672150
OU342970.1:25621079-25623166	OU342982.1:13249439-13251461
OU342970.1:25621079-25623166	OU342983.1:311949-313977
OU342970.1:25621079-25623166	OU342985.1:185298-186301
OU342970.1:25621079-25623166	OU342983.1:20045001-20046991
OU342970.1:25621079-25623166	OU342985.1:7321449-7323489
OU342970.1:25621079-25623166	OU342986.1:10728958-10730979
OU342970.1:25621079-25623166	OU342986.1:17396697-17398709
OU342970.1:25621079-25623166	OU342987.1:149860-151899
OU342970.1:25621079-25623166	OW203987.1:2269145-2271153
OU342970.1:25621079-25623166	OZ172862.1:2712238-2714287
OU342970.1:25621079-25623166	OZ172872.1:4126948-4128988
OU342971.1:25400712-25401032	OU342971.1:25400712-25401032
OU342971.1:25400712-25401032	OU342960.1:14278733-14279039
OU342971.1:25400712-25401032	OU342960.1:21032851-21033157
OU342971.1:25400712-25401032	OU342960.1:23644307-23644612
OU342971.1:25400712-25401032	OU342960.1:23719463-23719768
OU342971.1:25400712-25401032	OU342961.1:3461750-3462055
OU342971.1:25400712-25401032	OU342961.1:13259823-13260128
OU342971.1:25400712-25401032	OU342962.1:842448-842753
OU342971.1:25400712-25401032	OU342962.1:1679512-1679820
OU342971.1:25400712-25401032	OU342962.1:7175185-7175490
OU342971.1:25400712-25401032	OU342962.1:11356919-11357224
OU342971.1:25400712-25401032	OU342962.1:14437376-14437683
OU342971.1:25400712-25401032	OU342962.1:15907165-15907471
OU342971.1:25400712-25401032	OU342962.1:23569689-23569994
OU342971.1:25400712-25401032	OU342963.1:1377432-1377738
OU342971.1:25400712-25401032	OU342963.1:3076952-3077259
OU342971.1:25400712-25401032	OU342963.1:27697328-27697633
OU342971.1:25400712-25401032	OU342964.1:18623685-18623982
OU342971.1:25400712-25401032	OU342964.1:24286632-24286938
OU342971.1:25400712-25401032	OU342964.1:30656344-30656651
OU342971.1:25400712-25401032	OU342964.1:30675841-30676147
OU342971.1:25400712-25401032	OU342964.1:31540783-31541088
OU342971.1:25400712-25401032	OU342965.1:11910376-11910683
OU342971.1:25400712-25401032	OU342965.1:18455390-18455697
OU342971.1:25400712-25401032	OU342966.1:2081738-2082044
OU342971.1:25400712-25401032	OU342966.1:9750497-9750804
OU342971.1:25400712-25401032	OU342967.1:3029888-3030193
OU342971.1:25400712-25401032	OU342967.1:3190783-3191088
OU342971.1:25400712-25401032	OU342967.1:4480956-4481261
OU342971.1:25400712-25401032	OU342967.1:4481476-4481783
OU342971.1:25400712-25401032	OU342967.1:22879269-22879574
OU342971.1:25400712-25401032	OU342968.1:4395522-4395827
OU342971.1:25400712-25401032	OU342968.1:13378905-13379210
OU342971.1:25400712-25401032	OU342969.1:3745286-3745594
OU342971.1:25400712-25401032	OU342969.1:3912439-3912744
OU342971.1:25400712-25401032	OU342969.1:25708776-25709081
OU342971.1:25400712-25401032	OU342969.1:30766887-30767193
OU342971.1:25400712-25401032	OU342970.1:2568794-2569101
OU342971.1:25400712-25401032	OU342970.1:5787878-5788184
OU342971.1:25400712-25401032	OU342970.1:29031497-29031802
OU342971.1:25400712-25401032	OU342970.1:30369925-30370230
OU342971.1:25400712-25401032	OU342971.1:2135837-2136144
OU342971.1:25400712-25401032	OU342971.1:2482720-2483027
OU342971.1:25400712-25401032	OU342971.1:3750084-3750389
OU342971.1:25400712-25401032	OU342971.1:26960301-26960606
OU342971.1:25400712-25401032	OU342971.1:27167869-27168174
OU342971.1:25400712-25401032	OU342972.1:2950601-2950906
OU342971.1:25400712-25401032	OU342972.1:24981933-24982238
OU342971.1:25400712-25401032	OU342972.1:25753843-25754149
OU342971.1:25400712-25401032	OU342972.1:28963341-28963646
OU342971.1:25400712-25401032	OU342973.1:3662163-3662469
OU342971.1:25400712-25401032	OU342973.1:16475961-16476268
OU342971.1:25400712-25401032	OU342973.1:26688792-26689097
OU342971.1:25400712-25401032	OU342974.1:1376765-1377070
OU342971.1:25400712-25401032	OU342974.1:3209290-3209595
OU342971.1:25400712-25401032	OU342974.1:4635299-4635604
OU342971.1:25400712-25401032	OU342974.1:5374835-5375140
OU342971.1:25400712-25401032	OU342974.1:14283514-14283819
OU342971.1:25400712-25401032	OU342975.1:25240140-25240449
OU342971.1:25400712-25401032	OU342976.1:2698678-2698983
OU342971.1:25400712-25401032	OU342976.1:4641213-4641519
OU342971.1:25400712-25401032	OU342976.1:6455168-6455473
OU342971.1:25400712-25401032	OU342976.1:6574372-6574677
OU342971.1:25400712-25401032	OU342976.1:23367554-23367860
OU342971.1:25400712-25401032	OU342976.1:23510524-23510830
OU342971.1:25400712-25401032	OU342976.1:25543559-25543864
OU342971.1:25400712-25401032	OU342977.1:4535814-4536119
OU342971.1:25400712-25401032	OU342978.1:5261232-5261538
OU342971.1:25400712-25401032	OU342978.1:13519229-13519535
OU342971.1:25400712-25401032	OU342979.1:8355472-8355779
OU342971.1:25400712-25401032	OU342979.1:8791162-8791468
OU342971.1:25400712-25401032	OU342980.1:1032852-1033160
OU342971.1:25400712-25401032	OU342980.1:2719900-2720205
OU342971.1:25400712-25401032	OU342980.1:7297751-7298062
OU342971.1:25400712-25401032	OU342981.1:11445408-11445714
OU342971.1:25400712-25401032	OU342982.1:2886937-2887242
OU342971.1:25400712-25401032	OU342982.1:10113643-10113948
OU342971.1:25400712-25401032	OU342982.1:21023736-21024043
OU342971.1:25400712-25401032	OU342983.1:861357-861662
OU342971.1:25400712-25401032	OU342983.1:2002278-2002584
OU342971.1:25400712-25401032	OU342983.1:2180288-2180593
OU342971.1:25400712-25401032	OU342983.1:14335238-14335543
OU342971.1:25400712-25401032	OU342983.1:21098442-21098748
OU342971.1:25400712-25401032	OU342984.1:5342470-5342776
OU342971.1:25400712-25401032	OU342985.1:18960601-18960906
OU342971.1:25400712-25401032	OU342986.1:15179052-15179358
OU342971.1:25400712-25401032	OU342987.1:130130-130439
OU342971.1:25400712-25401032	OU342987.1:10170312-10170617
OU342971.1:25400712-25401032	OU342987.1:17544403-17544708
OU342971.1:25400712-25401032	OU342988.1:3430383-3430688
OU342971.1:25400712-25401032	OU342988.1:8090228-8090535
OU342971.1:25400712-25401032	OU342989.1:5673354-5673660
OU342971.1:25400712-25401032	OU342989.1:7510160-7510465
OU342971.1:25400712-25401032	OU342990.1:4915705-4916011
OU342971.1:25400712-25401032	OU342960.1:15578171-15578476
OU342971.1:25400712-25401032	OU342960.1:48295950-48296256
OU342971.1:25400712-25401032	OU342961.1:11212796-11213102
OU342971.1:25400712-25401032	OU342961.1:24409089-24409394
OU342971.1:25400712-25401032	OU342961.1:31641393-31641699
OU342971.1:25400712-25401032	OU342961.1:32792978-32793283
OU342971.1:25400712-25401032	OU342962.1:133360-133666
OU342971.1:25400712-25401032	OU342962.1:18624711-18625016
OU342971.1:25400712-25401032	OU342962.1:32427016-32427323
OU342971.1:25400712-25401032	OU342963.1:1554753-1555058
OU342971.1:25400712-25401032	OU342963.1:11486814-11487120
OU342971.1:25400712-25401032	OU342963.1:28299874-28300181
OU342971.1:25400712-25401032	OU342964.1:30496385-30496695
OU342971.1:25400712-25401032	OU342965.1:5129711-5130018
OU342971.1:25400712-25401032	OU342965.1:10378000-10378306
OU342971.1:25400712-25401032	OU342965.1:29228305-29228611
OU342971.1:25400712-25401032	OU342965.1:29585186-29585493
OU342971.1:25400712-25401032	OU342966.1:26829604-26829909
OU342971.1:25400712-25401032	OU342966.1:29135840-29136145
OU342971.1:25400712-25401032	OU342967.1:2779325-2779630
OU342971.1:25400712-25401032	OU342967.1:3324135-3324445
OU342971.1:25400712-25401032	OU342967.1:4561238-4561544
OU342971.1:25400712-25401032	OU342967.1:26383782-26384089
OU342971.1:25400712-25401032	OU342968.1:2335185-2335490
OU342971.1:25400712-25401032	OU342968.1:26126327-26126632
OU342971.1:25400712-25401032	OU342969.1:17511702-17512007
OU342971.1:25400712-25401032	OU342969.1:22484224-22484535
OU342971.1:25400712-25401032	OU342970.1:1569914-1570224
OU342971.1:25400712-25401032	OU342970.1:4673180-4673485
OU342971.1:25400712-25401032	OU342970.1:5747628-5747934
OU342971.1:25400712-25401032	OU342970.1:11304237-11304542
OU342971.1:25400712-25401032	OU342970.1:23922090-23922395
OU342971.1:25400712-25401032	OU342971.1:518229-518534
OU342971.1:25400712-25401032	OU342971.1:5999950-6000255
OU342971.1:25400712-25401032	OU342971.1:28771589-28771896
OU342971.1:25400712-25401032	OU342972.1:3000154-3000459
OU342971.1:25400712-25401032	OU342972.1:3509743-3510048
